STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
Andaman & Nicobar Islands,2011,Riots,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Cheating,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Counterfeiting,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Arson,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Hurt/Grevious Hurt,0,0,0,0,1,0,1,0,1
Andaman & Nicobar Islands,2011,Dowry Deaths,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Causing death by negligence,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2011,Other IPC Crimes,0,0,0,0,2,0,2,0,2
Andaman & Nicobar Islands,2011,Total IPC Crimes,0,0,3,0,5,0,8,0,8
Andaman & Nicobar Islands,2012,Murder,1,0,1,0,2,0,4,0,4
Andaman & Nicobar Islands,2012,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Rape,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Custodial Rape,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Other Rape,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,K & A of others,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Dacoity,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Robbery,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Burglary,1,0,2,0,1,0,4,0,4
Andaman & Nicobar Islands,2012,Theft,0,0,0,0,1,0,1,0,1
Andaman & Nicobar Islands,2012,Auto Theft,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Other Theft,0,0,0,0,1,0,1,0,1
Andaman & Nicobar Islands,2012,Riots,0,0,1,0,0,0,1,0,1
Andaman & Nicobar Islands,2012,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Cheating,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Counterfeiting,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Arson,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Dowry Deaths,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Causing death by negligence,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2012,Other IPC Crimes,0,0,0,2,0,0,0,2,2
Andaman & Nicobar Islands,2012,Total IPC Crimes,2,0,4,2,4,0,10,2,12
Andaman & Nicobar Islands,2013,Murder,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Rape,1,0,0,0,1,0,2,0,2
Andaman & Nicobar Islands,2013,Custodial Rape,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Other Rape,1,0,0,0,1,0,2,0,2
Andaman & Nicobar Islands,2013,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,K & A of others,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Dacoity,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Robbery,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Burglary,0,0,1,0,2,0,3,0,3
Andaman & Nicobar Islands,2013,Theft,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Auto Theft,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Other Theft,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Riots,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Cheating,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Counterfeiting,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Arson,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Dowry Deaths,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Assault on Women wih intent to outrage her Modesty,0,0,0,0,1,0,1,0,1
Andaman & Nicobar Islands,2013,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Cruelty by Husband or his Relatives,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Importation of girls from Foreign Countries,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Causing death by negligence,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2013,Other IPC Crimes,0,0,0,0,1,0,1,0,1
Andaman & Nicobar Islands,2013,Total IPC Crimes,1,0,1,0,5,0,7,0,7
Andhra Pradesh,2001,Murder,3,0,7,0,5,0,15,0,15
Andhra Pradesh,2001,Attempt to Commit Murder,2,0,0,0,11,0,13,0,13
Andhra Pradesh,2001,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Rape,2,0,15,0,2,1,19,1,20
Andhra Pradesh,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Other Rape,2,0,15,0,2,1,19,1,20
Andhra Pradesh,2001,Kidnapping & Abduction,3,0,3,0,0,0,6,0,6
Andhra Pradesh,2001,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,K & A of others,3,0,3,0,0,0,6,0,6
Andhra Pradesh,2001,Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Robbery,0,0,4,1,5,0,9,1,10
Andhra Pradesh,2001,Burglary,25,0,144,0,85,7,254,7,261
Andhra Pradesh,2001,Theft,69,4,294,0,146,39,509,43,552
Andhra Pradesh,2001,Auto Theft,0,0,16,0,26,0,42,0,42
Andhra Pradesh,2001,Other Theft,69,4,278,0,120,39,467,43,510
Andhra Pradesh,2001,Riots,0,0,3,0,29,0,32,0,32
Andhra Pradesh,2001,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Cheating,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Arson,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2001,Hurt/Grevious Hurt,8,0,60,3,233,18,301,21,322
Andhra Pradesh,2001,Dowry Deaths,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Assault on Women wih intent to outrage h,0,0,4,0,23,0,27,0,27
Andhra Pradesh,2001,Insult to Modesty of Women,0,0,10,0,15,0,25,0,25
Andhra Pradesh,2001,Cruelty by Husband or Relatives,0,0,1,1,1,1,2,2,4
Andhra Pradesh,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Causing death by negligence,0,0,3,0,1,0,4,0,4
Andhra Pradesh,2001,Other IPC Crimes,0,0,18,0,113,2,131,2,133
Andhra Pradesh,2001,Total IPC Crimes,112,4,567,5,669,68,1348,77,1425
Andhra Pradesh,2002,Murder,2,0,16,1,3,1,21,2,23
Andhra Pradesh,2002,Attempt to Commit Murder,2,0,5,0,0,0,7,0,7
Andhra Pradesh,2002,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Rape,7,0,20,2,6,2,33,4,37
Andhra Pradesh,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Other Rape,7,0,20,2,6,2,33,4,37
Andhra Pradesh,2002,Kidnapping & Abduction,0,0,2,0,5,4,7,4,11
Andhra Pradesh,2002,K & A of Women and Girls,0,0,2,0,0,0,2,0,2
Andhra Pradesh,2002,K & A of others,0,0,0,0,5,4,5,4,9
Andhra Pradesh,2002,Dacoity,0,0,2,0,0,0,2,0,2
Andhra Pradesh,2002,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Robbery,0,0,1,0,4,1,5,1,6
Andhra Pradesh,2002,Burglary,32,0,111,6,30,17,173,23,196
Andhra Pradesh,2002,Theft,34,3,191,12,165,50,390,65,455
Andhra Pradesh,2002,Auto Theft,0,0,16,2,45,16,61,18,79
Andhra Pradesh,2002,Other Theft,34,3,175,10,120,34,329,47,376
Andhra Pradesh,2002,Riots,0,0,6,0,21,0,27,0,27
Andhra Pradesh,2002,Criminal Breach of Trust,0,0,0,1,0,0,0,1,1
Andhra Pradesh,2002,Cheating,0,0,1,0,1,2,2,2,4
Andhra Pradesh,2002,Counterfeiting,0,0,0,0,0,2,0,2,2
Andhra Pradesh,2002,Arson,0,0,1,0,2,0,3,0,3
Andhra Pradesh,2002,Hurt/Grevious Hurt,10,1,102,0,197,24,309,25,334
Andhra Pradesh,2002,Dowry Deaths,0,0,0,0,0,3,0,3,3
Andhra Pradesh,2002,Assault on Women wih intent to outrage h,1,0,5,0,17,1,23,1,24
Andhra Pradesh,2002,Insult to Modesty of Women,0,0,6,0,10,0,16,0,16
Andhra Pradesh,2002,Cruelty by Husband or Relatives,0,0,0,2,0,16,0,18,18
Andhra Pradesh,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Causing death by negligence,0,0,1,0,1,0,2,0,2
Andhra Pradesh,2002,Other IPC Crimes,24,1,73,13,178,6,275,20,295
Andhra Pradesh,2002,Total IPC Crimes,112,5,543,37,640,129,1295,171,1466
Andhra Pradesh,2003,Murder,1,0,13,2,22,2,36,4,40
Andhra Pradesh,2003,Attempt to Commit Murder,1,0,2,0,19,0,22,0,22
Andhra Pradesh,2003,C H Not amounting to Murder,1,0,0,0,1,0,2,0,2
Andhra Pradesh,2003,Rape,2,0,31,0,23,0,56,0,56
Andhra Pradesh,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Other Rape,2,0,31,0,23,0,56,0,56
Andhra Pradesh,2003,Kidnapping & Abduction,0,0,12,1,13,1,25,2,27
Andhra Pradesh,2003,K & A of Women and Girls,0,0,10,1,9,0,19,1,20
Andhra Pradesh,2003,K & A of others,0,0,2,0,4,1,6,1,7
Andhra Pradesh,2003,Dacoity,1,0,2,0,8,0,11,0,11
Andhra Pradesh,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Robbery,0,0,0,0,13,0,13,0,13
Andhra Pradesh,2003,Burglary,12,0,122,0,126,9,260,9,269
Andhra Pradesh,2003,Theft,20,0,135,13,312,23,467,36,503
Andhra Pradesh,2003,Auto Theft,3,0,20,0,44,0,67,0,67
Andhra Pradesh,2003,Other Theft,17,0,115,13,268,23,400,36,436
Andhra Pradesh,2003,Riots,0,0,8,0,95,2,103,2,105
Andhra Pradesh,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Cheating,1,0,1,0,7,0,9,0,9
Andhra Pradesh,2003,Counterfeiting,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2003,Arson,0,0,0,0,6,0,6,0,6
Andhra Pradesh,2003,Hurt/Grevious Hurt,3,0,62,13,269,18,334,31,365
Andhra Pradesh,2003,Dowry Deaths,0,0,2,0,1,0,3,0,3
Andhra Pradesh,2003,Assault on Women wih intent to outrage h,1,0,15,0,38,0,54,0,54
Andhra Pradesh,2003,Insult to Modesty of Women,0,0,5,0,61,1,66,1,67
Andhra Pradesh,2003,Cruelty by Husband or Relatives,0,0,2,1,5,4,7,5,12
Andhra Pradesh,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Causing death by negligence,0,0,0,0,13,0,13,0,13
Andhra Pradesh,2003,Other IPC Crimes,3,0,30,0,183,48,216,48,264
Andhra Pradesh,2003,Total IPC Crimes,46,0,442,30,1216,108,1704,138,1842
Andhra Pradesh,2004,Murder,0,0,8,0,16,2,24,2,26
Andhra Pradesh,2004,Attempt to Commit Murder,0,0,7,1,1,0,8,1,9
Andhra Pradesh,2004,C H Not amounting to Murder,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2004,Rape,1,0,22,0,22,1,45,1,46
Andhra Pradesh,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Other Rape,1,0,22,0,22,1,45,1,46
Andhra Pradesh,2004,Kidnapping & Abduction,0,0,5,0,5,0,10,0,10
Andhra Pradesh,2004,K & A of Women and Girls,0,0,5,0,4,0,9,0,9
Andhra Pradesh,2004,K & A of others,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2004,Dacoity,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2004,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Robbery,0,0,4,4,1,0,5,4,9
Andhra Pradesh,2004,Burglary,22,1,132,3,98,3,252,7,259
Andhra Pradesh,2004,Theft,24,0,189,12,373,29,586,41,627
Andhra Pradesh,2004,Auto Theft,1,0,18,0,61,0,80,0,80
Andhra Pradesh,2004,Other Theft,23,0,171,12,312,29,506,41,547
Andhra Pradesh,2004,Riots,0,0,4,0,25,0,29,0,29
Andhra Pradesh,2004,Criminal Breach of Trust,0,0,2,0,1,0,3,0,3
Andhra Pradesh,2004,Cheating,0,0,0,0,3,0,3,0,3
Andhra Pradesh,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Arson,1,0,2,0,1,0,4,0,4
Andhra Pradesh,2004,Hurt/Grevious Hurt,4,0,35,9,108,5,147,14,161
Andhra Pradesh,2004,Dowry Deaths,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2004,Assault on Women wih intent to outrage h,0,0,8,0,9,0,17,0,17
Andhra Pradesh,2004,Insult to Modesty of Women,0,0,4,0,21,0,25,0,25
Andhra Pradesh,2004,Cruelty by Husband or Relatives,0,0,1,0,3,4,4,4,8
Andhra Pradesh,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Causing death by negligence,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2004,Other IPC Crimes,2,1,16,1,44,0,62,2,64
Andhra Pradesh,2004,Total IPC Crimes,54,2,443,30,731,44,1228,76,1304
Andhra Pradesh,2005,Murder,3,0,15,3,10,0,28,3,31
Andhra Pradesh,2005,Attempt to Commit Murder,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2005,C H Not amounting to Murder,0,0,2,0,0,0,2,0,2
Andhra Pradesh,2005,Rape,2,0,16,1,23,1,41,2,43
Andhra Pradesh,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Other Rape,2,0,16,1,23,1,41,2,43
Andhra Pradesh,2005,Kidnapping & Abduction,1,0,3,3,12,1,16,4,20
Andhra Pradesh,2005,K & A of Women and Girls,1,0,1,2,5,0,7,2,9
Andhra Pradesh,2005,K & A of others,0,0,2,1,7,1,9,2,11
Andhra Pradesh,2005,Dacoity,0,0,2,0,0,3,2,3,5
Andhra Pradesh,2005,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Robbery,0,0,7,0,12,0,19,0,19
Andhra Pradesh,2005,Burglary,30,0,141,1,106,2,277,3,280
Andhra Pradesh,2005,Theft,32,1,237,4,294,36,563,41,604
Andhra Pradesh,2005,Auto Theft,0,0,40,0,84,0,124,0,124
Andhra Pradesh,2005,Other Theft,32,1,197,4,210,36,439,41,480
Andhra Pradesh,2005,Riots,0,0,3,0,42,4,45,4,49
Andhra Pradesh,2005,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Cheating,0,0,3,0,6,0,9,0,9
Andhra Pradesh,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Arson,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Hurt/Grevious Hurt,3,0,68,2,125,0,196,2,198
Andhra Pradesh,2005,Dowry Deaths,0,0,0,0,0,2,0,2,2
Andhra Pradesh,2005,Assault on Women wih intent to outrage h,0,0,10,0,15,1,25,1,26
Andhra Pradesh,2005,Insult to Modesty of Women,0,0,6,0,23,0,29,0,29
Andhra Pradesh,2005,Cruelty by Husband or Relatives,0,0,2,2,0,10,2,12,14
Andhra Pradesh,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Causing death by negligence,0,0,2,0,3,0,5,0,5
Andhra Pradesh,2005,Other IPC Crimes,2,0,30,0,49,1,81,1,82
Andhra Pradesh,2005,Total IPC Crimes,73,1,547,16,721,61,1341,78,1419
Andhra Pradesh,2006,Murder,2,0,14,0,26,1,42,1,43
Andhra Pradesh,2006,Attempt to Commit Murder,0,0,5,1,5,0,10,1,11
Andhra Pradesh,2006,C H Not amounting to Murder,0,0,6,0,6,0,12,0,12
Andhra Pradesh,2006,Rape,3,0,24,0,27,0,54,0,54
Andhra Pradesh,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Other Rape,3,0,24,0,27,0,54,0,54
Andhra Pradesh,2006,Kidnapping & Abduction,0,0,3,0,13,15,16,15,31
Andhra Pradesh,2006,K & A of Women and Girls,0,0,0,0,7,15,7,15,22
Andhra Pradesh,2006,K & A of others,0,0,3,0,6,0,9,0,9
Andhra Pradesh,2006,Dacoity,0,0,5,0,8,0,13,0,13
Andhra Pradesh,2006,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Robbery,0,0,2,0,9,0,11,0,11
Andhra Pradesh,2006,Burglary,10,0,108,0,127,0,245,0,245
Andhra Pradesh,2006,Theft,39,0,205,3,360,5,604,8,612
Andhra Pradesh,2006,Auto Theft,0,0,37,0,84,0,121,0,121
Andhra Pradesh,2006,Other Theft,39,0,168,3,276,5,483,8,491
Andhra Pradesh,2006,Riots,1,0,28,0,45,2,74,2,76
Andhra Pradesh,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Cheating,0,0,0,0,3,0,3,0,3
Andhra Pradesh,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Arson,0,0,0,0,3,0,3,0,3
Andhra Pradesh,2006,Hurt/Grevious Hurt,3,0,28,3,218,17,249,20,269
Andhra Pradesh,2006,Dowry Deaths,1,0,1,0,0,0,2,0,2
Andhra Pradesh,2006,Assault on Women wih intent to outrage h,1,0,20,0,21,0,42,0,42
Andhra Pradesh,2006,Insult to Modesty of Women,0,0,9,0,39,0,48,0,48
Andhra Pradesh,2006,Cruelty by Husband or Relatives,0,0,1,0,6,3,7,3,10
Andhra Pradesh,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Causing death by negligence,0,0,5,0,4,0,9,0,9
Andhra Pradesh,2006,Other IPC Crimes,6,0,58,2,82,9,146,11,157
Andhra Pradesh,2006,Total IPC Crimes,66,0,522,9,1002,52,1590,61,1651
Andhra Pradesh,2007,Murder,2,0,30,7,18,1,50,8,58
Andhra Pradesh,2007,Attempt to Commit Murder,2,0,10,0,9,0,21,0,21
Andhra Pradesh,2007,C H Not amounting to Murder,1,0,3,0,7,0,11,0,11
Andhra Pradesh,2007,Rape,8,1,26,0,31,0,65,1,66
Andhra Pradesh,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Other Rape,8,1,26,0,31,0,65,1,66
Andhra Pradesh,2007,Kidnapping & Abduction,1,1,3,0,15,2,19,3,22
Andhra Pradesh,2007,K & A of Women and Girls,1,1,1,0,9,0,11,1,12
Andhra Pradesh,2007,K & A of others,0,0,2,0,6,2,8,2,10
Andhra Pradesh,2007,Dacoity,0,0,4,3,4,2,8,5,13
Andhra Pradesh,2007,Preparation & Assembly for Dacoity,0,0,0,0,5,0,5,0,5
Andhra Pradesh,2007,Robbery,1,0,3,0,7,0,11,0,11
Andhra Pradesh,2007,Burglary,21,0,172,3,155,2,348,5,353
Andhra Pradesh,2007,Theft,39,0,327,2,368,4,734,6,740
Andhra Pradesh,2007,Auto Theft,2,0,42,0,86,0,130,0,130
Andhra Pradesh,2007,Other Theft,37,0,285,2,282,4,604,6,610
Andhra Pradesh,2007,Riots,0,0,3,0,29,0,32,0,32
Andhra Pradesh,2007,Criminal Breach of Trust,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2007,Cheating,0,0,2,0,12,0,14,0,14
Andhra Pradesh,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Arson,0,0,1,0,1,0,2,0,2
Andhra Pradesh,2007,Hurt/Grevious Hurt,4,0,84,0,157,11,245,11,256
Andhra Pradesh,2007,Dowry Deaths,0,0,1,0,5,2,6,2,8
Andhra Pradesh,2007,Assault on Women wih intent to outrage h,0,0,16,0,15,0,31,0,31
Andhra Pradesh,2007,Insult to Modesty of Women,1,0,6,0,21,0,28,0,28
Andhra Pradesh,2007,Cruelty by Husband or Relatives,0,0,3,4,3,10,6,14,20
Andhra Pradesh,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Causing death by negligence,1,0,4,0,4,0,9,0,9
Andhra Pradesh,2007,Other IPC Crimes,1,0,35,0,62,2,98,2,100
Andhra Pradesh,2007,Total IPC Crimes,82,2,734,19,928,36,1744,57,1801
Andhra Pradesh,2008,Murder,0,0,15,1,18,1,33,2,35
Andhra Pradesh,2008,Attempt to Commit Murder,0,0,10,0,6,0,16,0,16
Andhra Pradesh,2008,C H Not amounting to Murder,0,0,4,0,0,0,4,0,4
Andhra Pradesh,2008,Rape,1,0,23,2,26,0,50,2,52
Andhra Pradesh,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Other Rape,1,0,23,2,26,0,50,2,52
Andhra Pradesh,2008,Kidnapping & Abduction,1,0,5,2,14,0,20,2,22
Andhra Pradesh,2008,K & A of Women and Girls,1,0,1,1,13,0,15,1,16
Andhra Pradesh,2008,K & A of others,0,0,4,1,1,0,5,1,6
Andhra Pradesh,2008,Dacoity,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2008,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Robbery,0,0,9,0,13,0,22,0,22
Andhra Pradesh,2008,Burglary,10,0,155,2,160,0,325,2,327
Andhra Pradesh,2008,Theft,38,1,229,5,290,4,557,10,567
Andhra Pradesh,2008,Auto Theft,1,0,17,0,66,0,84,0,84
Andhra Pradesh,2008,Other Theft,37,1,212,5,224,4,473,10,483
Andhra Pradesh,2008,Riots,0,0,12,0,6,0,18,0,18
Andhra Pradesh,2008,Criminal Breach of Trust,0,0,3,0,0,0,3,0,3
Andhra Pradesh,2008,Cheating,0,0,7,0,7,0,14,0,14
Andhra Pradesh,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Arson,0,0,3,0,1,0,4,0,4
Andhra Pradesh,2008,Hurt/Grevious Hurt,3,0,73,4,150,1,226,5,231
Andhra Pradesh,2008,Dowry Deaths,0,0,1,0,0,2,1,2,3
Andhra Pradesh,2008,Assault on Women wih intent to outrage h,1,0,17,0,13,0,31,0,31
Andhra Pradesh,2008,Insult to Modesty of Women,0,0,6,0,27,0,33,0,33
Andhra Pradesh,2008,Cruelty by Husband or Relatives,0,0,0,1,1,0,1,1,2
Andhra Pradesh,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Causing death by negligence,1,0,4,2,11,2,16,4,20
Andhra Pradesh,2008,Other IPC Crimes,0,0,33,1,73,4,106,5,111
Andhra Pradesh,2008,Total IPC Crimes,55,1,610,20,816,14,1481,35,1516
Andhra Pradesh,2009,Murder,1,0,16,0,11,0,28,0,28
Andhra Pradesh,2009,Attempt to Commit Murder,0,0,1,0,6,0,7,0,7
Andhra Pradesh,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Rape,3,0,27,0,32,0,62,0,62
Andhra Pradesh,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Other Rape,3,0,27,0,32,0,62,0,62
Andhra Pradesh,2009,Kidnapping & Abduction,0,0,7,0,23,1,30,1,31
Andhra Pradesh,2009,K & A of Women and Girls,0,0,5,0,18,1,23,1,24
Andhra Pradesh,2009,K & A of others,0,0,2,0,5,0,7,0,7
Andhra Pradesh,2009,Dacoity,0,0,0,0,5,0,5,0,5
Andhra Pradesh,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Robbery,0,0,5,0,7,0,12,0,12
Andhra Pradesh,2009,Burglary,12,0,86,0,135,2,233,2,235
Andhra Pradesh,2009,Theft,18,2,223,4,324,9,565,15,580
Andhra Pradesh,2009,Auto Theft,2,0,61,0,95,1,158,1,159
Andhra Pradesh,2009,Other Theft,16,2,162,4,229,8,407,14,421
Andhra Pradesh,2009,Riots,0,0,2,0,33,0,35,0,35
Andhra Pradesh,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Cheating,0,0,6,0,12,0,18,0,18
Andhra Pradesh,2009,Counterfeiting,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2009,Arson,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2009,Hurt/Grevious Hurt,2,0,67,3,135,1,204,4,208
Andhra Pradesh,2009,Dowry Deaths,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2009,Assault on Women wih intent to outrage h,0,0,14,0,26,0,40,0,40
Andhra Pradesh,2009,Insult to Modesty of Women,1,0,24,0,57,0,82,0,82
